track_id,title,artists,explicit,track_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_id,total_followers,genres,artist_popularity
4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,False,67,0.0165,0.668,192200,0.718,0,1,0.104,-4.736,0,0.0605,91.993,4,0.345,07YZf4WDAMNwqr4jfgOZ8y,12278094,"['dance pop', 'pop']",79
2eqOjSC8dY1iFrQiJGPDOX,Who Gon Stop Me,JAY-Z,True,48,0.0408,0.594,256707,0.73,0.000164,0,0.715,-4.638,0,0.159,133.88,4,0.378,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",85
2eqOjSC8dY1iFrQiJGPDOX,Who Gon Stop Me,Kanye West,True,48,0.0408,0.594,256707,0.73,0.000164,0,0.715,-4.638,0,0.159,133.88,4,0.378,5K4W6rqBFWDnAN6FQUkS6x,28083888,"['chicago rap', 'hip hop', 'rap']",93
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,False,69,0.0678,0.604,245040,0.788,0.153,0,0.127,-3.673,0,0.103,126.06,4,0.301,1Cs0zKBU1kc0i8ypK3B9ai,26459590,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),Sia,False,69,0.0678,0.604,245040,0.788,0.153,0,0.127,-3.673,0,0.103,126.06,4,0.301,5WUlDfRSoLAfcVSX1WnrxN,28960123,['pop'],86
1hTSImeofoaFWptq9JSFpP,Baggage Claim,Miranda Lambert,False,38,0.0657,0.701,197547,0.934,1.53e-06,8,0.0671,-2.777,1,0.0403,81.0,4,0.964,66lH4jAE7pqPlOlzUKbwA0,3624082,"['contemporary country', 'country', 'country dawn', 'country road']",69
0uOo8xRtQ6okTZMR89ppVk,What You Want,Evanescence,False,54,0.00531,0.569,221360,0.929,0,11,0.142,-2.624,0,0.0762,121.992,4,0.533,5nGIFgo0shDenQYSE0Sn7c,4931644,['alternative metal'],76
1auxYwYrFRqZP7t3s7w4um,Ni**as In Paris,JAY-Z,True,79,0.127,0.789,219333,0.858,0,1,0.349,-5.542,1,0.311,140.022,4,0.775,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",85
1auxYwYrFRqZP7t3s7w4um,Ni**as In Paris,Kanye West,True,79,0.127,0.789,219333,0.858,0,1,0.349,-5.542,1,0.311,140.022,4,0.775,5K4W6rqBFWDnAN6FQUkS6x,28083888,"['chicago rap', 'hip hop', 'rap']",93
3aHkbJXFYpPrup2K8wvDOV,We Still in this Bitch (feat. T.I. and Juicy J),B.o.B,True,49,0.013,0.693,247987,0.733,0,1,0.0924,-5.126,1,0.139,140.01,4,0.497,5ndkK3dpZLKtBklKjxNQwT,2122302,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",75
3aHkbJXFYpPrup2K8wvDOV,We Still in this Bitch (feat. T.I. and Juicy J),T.I.,True,49,0.013,0.693,247987,0.733,0,1,0.0924,-5.126,1,0.139,140.01,4,0.497,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
3aHkbJXFYpPrup2K8wvDOV,We Still in this Bitch (feat. T.I. and Juicy J),Juicy J,True,49,0.013,0.693,247987,0.733,0,1,0.0924,-5.126,1,0.139,140.01,4,0.497,5gCRApTajqwbnHHPbr2Fpi,3231507,"['crunk', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75
3kv6omImmKEfOVJWjstusF,Drunk On You,Luke Bryan,False,64,0.172,0.558,213547,0.873,0,9,0.173,-4.4,1,0.0449,143.967,4,0.475,0BvkDsjIUla7X0k6CSWh1I,8938435,"['contemporary country', 'country', 'country road', 'modern country rock']",77
0c3yfC8zMRJGvmqphczhZb,Nothing,The Script,False,50,0.00369,0.473,272213,0.833,0,2,0.118,-5.013,1,0.039,157.012,4,0.503,3AQRLZ9PuTAozP28Skbq8V,8306747,"['celtic rock', 'pop']",78
4N4CHJqFZHyB7SBUuSFu1y,Mrs. Right,Mindless Behavior,False,49,0.0552,0.439,248187,0.753,0,0,0.1,-4.798,0,0.0931,95.339,5,0.537,,,,
4N4CHJqFZHyB7SBUuSFu1y,Mrs. Right,Diggy Simmons,False,49,0.0552,0.439,248187,0.753,0,0,0.1,-4.798,0,0.0931,95.339,5,0.537,,,,
0b4M7hd7mzLTm99MrMeZsp,She Will,Lil Wayne,True,68,0.000402,0.364,305840,0.841,0,8,0.242,-4.831,1,0.119,100.14,5,0.0841,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
0b4M7hd7mzLTm99MrMeZsp,She Will,Drake,True,68,0.000402,0.364,305840,0.841,0,8,0.242,-4.831,1,0.119,100.14,5,0.0841,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",96
7BSZJLXPTktuZZAe8VYbbF,We Owned The Night,Lady A,False,46,0.281,0.657,197800,0.714,0.000145,1,0.0838,-6.965,1,0.0273,99.991,4,0.488,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",68
4zWAI3re2nG4MxYbnu6g43,Frick Park Market,Mac Miller,True,50,0.0225,0.592,197559,0.808,0,6,0.293,-5.643,1,0.0598,156.125,4,0.227,4LLpKhyESsyAXpc4laK94U,11034268,"['hip hop', 'pittsburgh rap', 'rap']",83
7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,Nicole Scherzinger,False,51,0.00646,0.66,197440,0.797,0.000108,5,0.187,-6.096,0,0.0262,110.955,4,0.674,40xbWSB4JPdOkRyuTDy1oP,2411380,"['dance pop', 'pop', 'post-teen pop']",63
7ueP5u2qkdZbIPN2YA6LR0,Sail,AWOLNATION,False,72,0.441,0.826,259093,0.436,0.615,1,0.0964,-9.583,1,0.0558,119.051,4,0.272,4njdEjTnLfcGImKZu1iSrz,2077345,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",63
5YTtTbqxUzJHD3CpbNHerP,Brighter Than The Sun,Colbie Caillat,False,57,0.00952,0.629,231213,0.793,1.15e-06,9,0.218,-5.942,1,0.0346,95.981,4,0.588,6aZyMrc4doVtZyKNilOmwu,2524931,"['dance pop', 'neo mellow', 'pop']",68
4CZn46J2gbCP3MUaQVsCEU,I Got You,Thompson Square,False,24,0.0123,0.533,183867,0.799,0.000879,2,0.106,-2.594,1,0.0531,127.04,4,0.521,0Bvs8yPjrQSbmVIRqSg1Sp,464471,"['contemporary country', 'country', 'country dawn', 'country road']",47
0sgnJ5LFjEy2IuQ99NEZ1C,Hell on Heels,Pistol Annies,False,54,0.177,0.655,194387,0.546,3.78e-05,6,0.118,-5.829,1,0.0408,132.227,4,0.382,2wSgVsgLUZeDJwoLcPO7ny,634265,"['contemporary country', 'country', 'country dawn', 'country road']",53
0sgnJ5LFjEy2IuQ99NEZ1C,Hell on Heels,Miranda Lambert,False,54,0.177,0.655,194387,0.546,3.78e-05,6,0.118,-5.829,1,0.0408,132.227,4,0.382,66lH4jAE7pqPlOlzUKbwA0,3624082,"['contemporary country', 'country', 'country dawn', 'country road']",69
0sgnJ5LFjEy2IuQ99NEZ1C,Hell on Heels,Ashley Monroe,False,54,0.177,0.655,194387,0.546,3.78e-05,6,0.118,-5.829,1,0.0408,132.227,4,0.382,,,,
0sgnJ5LFjEy2IuQ99NEZ1C,Hell on Heels,Angaleena Presley,False,54,0.177,0.655,194387,0.546,3.78e-05,6,0.118,-5.829,1,0.0408,132.227,4,0.382,,,,
4GwbSrCJFRze2tK4H12Zew,I'm Gonna Love You Through It,Martina McBride,False,40,0.317,0.431,227613,0.657,0,5,0.0893,-5.12,1,0.0304,142.527,4,0.259,3P33qFNGBVXl86yQYWspFj,1380051,"['contemporary country', 'country', 'country dawn', 'country road']",58
3edtfOPItUNifLGYHIH1Oj,Night of Your Life (feat. Jennifer Hudson),David Guetta,False,27,0.0101,0.739,221973,0.704,0,10,0.25,-5.797,0,0.0415,128.024,4,0.348,1Cs0zKBU1kc0i8ypK3B9ai,26459590,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
3edtfOPItUNifLGYHIH1Oj,Night of Your Life (feat. Jennifer Hudson),Jennifer Hudson,False,27,0.0101,0.739,221973,0.704,0,10,0.25,-5.797,0,0.0415,128.024,4,0.348,35GL8Cu2GKTcHzKGi75xl5,2001876,"['dance pop', 'r&b', 'urban contemporary']",61
1dXUWskP4zy7Inqpfy5hf6,Love Don't Run,Steve Holy,False,28,0.475,0.512,219267,0.532,0,0,0.0993,-3.28,1,0.0301,147.473,4,0.256,,,,
3RiOPzAvhNKuMIdPYOrKV8,What The Water Gave Me,Florence + The Machine,False,45,0.00933,0.492,333467,0.565,0.000224,0,0.114,-6.445,0,0.0319,124.095,4,0.183,1moxjboGR7GNWYIMWsRjgG,6915728,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",78
41TDpmZqjVfCEFE8yMNhGc,Cost Of Livin',Ronnie Dunn,False,42,0.895,0.662,250480,0.29,0,4,0.0959,-7.896,1,0.0349,148.393,4,0.283,,,,
7FAXe9lI8vzAJYgYv2xoSC,That Way (feat. Jeremih & Rick Ross),Wale,True,49,0.0379,0.683,269267,0.691,0,6,0.0578,-6.435,0,0.23,73.469,4,0.295,67nwj3Y5sZQLl72VNUHEYE,4169004,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",71
7FAXe9lI8vzAJYgYv2xoSC,That Way (feat. Jeremih & Rick Ross),Jeremih,True,49,0.0379,0.683,269267,0.691,0,6,0.0578,-6.435,0,0.23,73.469,4,0.295,3KV3p5EY4AvKxOlhGHORLg,6771856,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",76
7FAXe9lI8vzAJYgYv2xoSC,That Way (feat. Jeremih & Rick Ross),Rick Ross,True,49,0.0379,0.683,269267,0.691,0,6,0.0578,-6.435,0,0.23,73.469,4,0.295,1sBkRIssrMs1AbVkOJbc7a,7414863,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",77
1UIcqXAA24eg76EFWViwr5,Martians Vs Goblins,The Game,True,51,0.0803,0.476,228827,0.81,0,4,0.568,-3.414,0,0.265,83.309,4,0.642,,,,
1UIcqXAA24eg76EFWViwr5,Martians Vs Goblins,Lil Wayne,True,51,0.0803,0.476,228827,0.81,0,4,0.568,-3.414,0,0.265,83.309,4,0.642,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
1UIcqXAA24eg76EFWViwr5,Martians Vs Goblins,"Tyler, The Creator",True,51,0.0803,0.476,228827,0.81,0,4,0.568,-3.414,0,0.265,83.309,4,0.642,4V8LLVI7PbaPR0K2TGSxFF,17873698,"['hip hop', 'rap']",95
5hUYsaOyMY32yjRXeuQwGj,Mirror,Lil Wayne,True,74,0.858,0.328,228093,0.622,0,5,0.104,-7.291,0,0.0866,74.267,4,0.401,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
5hUYsaOyMY32yjRXeuQwGj,Mirror,Bruno Mars,True,74,0.858,0.328,228093,0.622,0,5,0.104,-7.291,0,0.0866,74.267,4,0.401,0du5cEVh5yTK9QJze8zA0C,62633601,"['dance pop', 'pop']",96
1z6WtY7X4HQJvzxC4UgkSf,Love On Top,Beyoncé,False,71,0.0848,0.652,267413,0.749,0,0,0.604,-5.248,1,0.0886,94.103,4,0.651,6vWDO969PvNqNYHIOW5v0m,39033477,"['pop', 'r&b']",87
0BKXZkU8oGad58MyTFyFXu,Blunt Blowin,Lil Wayne,True,62,0.00222,0.721,312960,0.738,0,2,0.224,-5.682,1,0.0649,135.987,4,0.375,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
6JOlNkT0QdHeZB0wPbI9IR,Turn Me On (feat. Nicki Minaj),David Guetta,False,59,0.0488,0.705,199680,0.794,0,8,0.575,-2.266,1,0.0593,127.961,4,0.412,1Cs0zKBU1kc0i8ypK3B9ai,26459590,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
6JOlNkT0QdHeZB0wPbI9IR,Turn Me On (feat. Nicki Minaj),Nicki Minaj,False,59,0.0488,0.705,199680,0.794,0,8,0.575,-2.266,1,0.0593,127.961,4,0.412,0hCNtLu0JehylgoiP8L4Gh,32796950,"['hip pop', 'pop', 'queens hip hop', 'rap']",87
1tAutlhI9FwnKn7fVgmd5P,Without You (feat. Usher),David Guetta,False,62,0.227,0.608,208133,0.614,3.82e-06,2,0.157,-3.727,1,0.0285,127.885,4,0.402,1Cs0zKBU1kc0i8ypK3B9ai,26459590,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90
1tAutlhI9FwnKn7fVgmd5P,Without You (feat. Usher),USHER,False,62,0.227,0.608,208133,0.614,3.82e-06,2,0.157,-3.727,1,0.0285,127.885,4,0.402,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83
0iSaO7CfL9NgXdM8Meu2ul,Beautiful People,Chris Brown,False,58,0.0703,0.417,226773,0.806,0.00637,5,0.0841,-5.339,0,0.16,127.887,4,0.545,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",89
0iSaO7CfL9NgXdM8Meu2ul,Beautiful People,Chris Brown,False,58,0.0703,0.417,226773,0.806,0.00637,5,0.0841,-5.339,0,0.16,127.887,4,0.545,03NN8FAKofZU6phsfHLKPw,41337,[],67
0iSaO7CfL9NgXdM8Meu2ul,Beautiful People,Benny Benassi,False,58,0.0703,0.417,226773,0.806,0.00637,5,0.0841,-5.339,0,0.16,127.887,4,0.545,,,,
61Y7PmzhuL79y87aS9nesX,Dancin' Away With My Heart,Lady A,False,47,0.221,0.572,232973,0.663,0,4,0.291,-5.418,1,0.0274,140.253,4,0.455,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",68
66TxPMqbyDLJOusYH4o93n,MegaMan,Lil Wayne,True,56,0.0114,0.503,198280,0.856,0,11,0.256,-5.024,0,0.286,102.28,5,0.339,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
4ozBdncjTFpDqzpREZ4LR4,My Body - 2020 Remaster,Young the Giant,False,55,0.000573,0.486,244456,0.9,0.000314,10,0.571,-6.482,1,0.0768,130.0,4,0.533,4j56EQDQu5XnL7R3E9iFJT,1629980,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",67
0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,LMFAO,False,61,0.1,0.708,199480,0.861,0,7,0.191,-4.225,1,0.316,130.043,4,0.795,3sgFRtyBnxXD5ESfmbK4dl,4244080,"['dance pop', 'pop', 'pop rap']",68
5Y77SQxEr1eiofPeUTPHxM,You,Lloyd,False,74,0.102,0.412,273133,0.876,0,5,0.297,-6.008,0,0.472,130.21,5,0.706,1Xfmvd48oOhEWkscWyEbh9,2394033,"['hip pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",69
5Y77SQxEr1eiofPeUTPHxM,You,Lil Wayne,False,74,0.102,0.412,273133,0.876,0,5,0.297,-6.008,0,0.472,130.21,5,0.706,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,False,76,0.0588,0.706,248133,0.89,0.00286,1,0.306,-4.444,0,0.0688,128.011,4,0.684,0jnsk9HBra6NMjO2oANoPY,8718493,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",81
2ZiMQKIieJ7GTRYnO8fP8p,How To Hate,Lil Wayne,True,47,0.223,0.4,278520,0.754,0,7,0.527,-5.955,1,0.0885,146.475,4,0.248,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
2ZiMQKIieJ7GTRYnO8fP8p,How To Hate,T-Pain,True,47,0.223,0.4,278520,0.754,0,7,0.527,-5.955,1,0.0885,146.475,4,0.248,3aQeKQSyrW4qWr35idm0cy,5115551,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",80
26rzYxyfEcuAfga8ZtPt64,Nightmares Of The Bottom,Lil Wayne,True,53,0.00941,0.81,281080,0.577,3.58e-06,8,0.0838,-6.142,1,0.148,140.065,4,0.408,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
15WOWZpw9YnE4RQQnXHQqW,President Carter,Lil Wayne,True,53,0.69,0.671,255373,0.618,0.00815,2,0.127,-7.495,0,0.191,79.799,4,0.468,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
1phfqF2ZNrLAOMFuLb0ZsN,So Special,Lil Wayne,True,43,0.0112,0.447,232093,0.871,0,5,0.87,-4.606,0,0.123,144.379,4,0.195,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
1phfqF2ZNrLAOMFuLb0ZsN,So Special,John Legend,True,43,0.0112,0.447,232093,0.871,0,5,0.87,-4.606,0,0.123,144.379,4,0.195,5y2Xq6xcjJb2jVM54GHK3t,7259080,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",78
7uRznL3LcuazKpwCTpDltz,Mr. Know It All,Kelly Clarkson,False,44,0.0284,0.676,232520,0.807,0,5,0.0701,-5.131,1,0.029,95.956,4,0.443,3BmGtnKgCSGYIUhmivXKWX,10644785,"['dance pop', 'pop', 'talent show']",78
129Q7yqxyiAz66mAd9BJgs,Wanted You More,Lady A,False,39,0.319,0.461,242080,0.71,4.97e-06,5,0.104,-6.36,1,0.0422,175.825,4,0.281,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",68
13ICn1TfMEB6DhYvc9dR6b,Police Dog Blues,Hugh Laurie,False,23,0.902,0.682,213013,0.366,0.000119,9,0.0965,-8.391,1,0.0353,125.08,4,0.59,,,,
0Yvyj5YkjSBNgD4Ai0clSG,The Trouble With Girls,Scotty McCreery,False,43,0.391,0.554,229573,0.496,0,10,0.109,-7.266,1,0.0281,132.078,4,0.351,6ZV6lGY0prbqpTD0Md8i29,1041126,"['contemporary country', 'country', 'country road', 'modern country rock']",60
1nNvIXCUmjcSp59qbwWktb,Disaster - 2018,JoJo,False,35,0.0119,0.469,218813,0.899,8.2e-06,7,0.117,-3.847,1,0.0968,79.553,4,0.527,5xuNBZoM7z1Vv8IQ6uM0p6,2398544,"['dance pop', 'pop', 'post-teen pop']",64
2khs94jHAVzUm3Pu4mAMmv,All Your Life,The Band Perry,False,41,0.227,0.536,231933,0.521,0,9,0.165,-5.373,1,0.0261,131.937,4,0.455,75FnCoo4FBxH5K1Rrx0k5A,1600048,"['contemporary country', 'country', 'country dawn', 'country road']",57
2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),Chris Brown,False,65,0.0166,0.58,266307,0.66,0,6,0.174,-7.405,0,0.0429,123.801,4,0.411,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",89
2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),Chris Brown,False,65,0.0166,0.58,266307,0.66,0,6,0.174,-7.405,0,0.0429,123.801,4,0.411,03NN8FAKofZU6phsfHLKPw,41337,[],67
2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),Ludacris,False,65,0.0166,0.58,266307,0.66,0,6,0.174,-7.405,0,0.0429,123.801,4,0.411,3ipn9JLAPI5GUEo4y4jcoi,3145717,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",79
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,False,81,0.0509,0.449,278719,0.585,8.75e-05,5,0.0833,-6.761,1,0.0268,139.631,4,0.212,4gzpq5DPGxSnKTe4SA8HAU,54849008,"['permanent wave', 'pop']",91
5SHrrJllBeZqG7wEWZvYSN,I Got Nothin',Darius Rucker,False,36,0.169,0.554,204360,0.621,0,9,0.086,-5.37,1,0.0325,147.798,4,0.257,7FY5V3XMwlNBPitEjXowHQ,2633065,"['black americana', 'contemporary country', 'country', 'country road']",67
01hJnhpAmjzg85Etnz2ECH,Body and Soul,Tony Bennett,False,58,0.87,0.342,200587,0.249,5.09e-05,1,0.152,-11.812,1,0.0277,94.746,3,0.203,,,,
01hJnhpAmjzg85Etnz2ECH,Body and Soul,Amy Winehouse,False,58,0.87,0.342,200587,0.249,5.09e-05,1,0.152,-11.812,1,0.0277,94.746,3,0.203,,,,
0DAjiINHQTnPnnY939Qyhw,Let It Rain,David Nail,False,45,0.385,0.56,222253,0.619,1.03e-06,4,0.247,-3.013,1,0.0405,77.881,4,0.561,4DZGvSv2oMkBUnPz67E6z6,387834,"['contemporary country', 'country road', 'modern country rock']",50
0DAjiINHQTnPnnY939Qyhw,Let It Rain,Sarah Buxton,False,45,0.385,0.56,222253,0.619,1.03e-06,4,0.247,-3.013,1,0.0405,77.881,4,0.561,,,,
2aDsxXzs55S9I7THzNoHdD,Body 2 Body,Ace Hood,True,41,0.00252,0.605,235307,0.82,0,1,0.178,-4.587,0,0.0563,152.057,4,0.561,31HjiqargV4NAw4GZqUale,1851995,"['dirty south rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",56
2aDsxXzs55S9I7THzNoHdD,Body 2 Body,Chris Brown,True,41,0.00252,0.605,235307,0.82,0,1,0.178,-4.587,0,0.0563,152.057,4,0.561,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",89
2aDsxXzs55S9I7THzNoHdD,Body 2 Body,Chris Brown,True,41,0.00252,0.605,235307,0.82,0,1,0.178,-4.587,0,0.0563,152.057,4,0.561,03NN8FAKofZU6phsfHLKPw,41337,[],67
21ugcKQyclYBZvzmCXsZ9x,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,False,48,0.0825,0.605,196640,0.793,0,7,0.124,-3.084,0,0.297,184.032,4,0.647,3Isy6kedDrgPYoTS1dazA9,4934375,"['dance pop', 'dancehall', 'pop', 'pop rap']",82
21ugcKQyclYBZvzmCXsZ9x,Got 2 Luv U (feat. Alexis Jordan),Alexis Jordan,False,48,0.0825,0.605,196640,0.793,0,7,0.124,-3.084,0,0.297,184.032,4,0.647,,,,
4WnY4W5KrqglCdIus8X9Bo,You Don't Know Her Like I Do,Brantley Gilbert,False,54,0.022,0.49,286520,0.716,0.00048,4,0.0526,-6.681,1,0.0441,74.988,4,0.288,5q8HGNo0BjLWaTAhRtbwxa,3006597,"['contemporary country', 'country', 'country road', 'modern country rock']",67
6qn9YLKt13AGvpq9jfO8py,We Found Love,Rihanna,False,81,0.025,0.735,215227,0.766,0.00141,1,0.108,-4.485,1,0.0384,127.975,4,0.6,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",92
6qn9YLKt13AGvpq9jfO8py,We Found Love,Calvin Harris,False,81,0.025,0.735,215227,0.766,0.00141,1,0.108,-4.485,1,0.0384,127.975,4,0.6,7CajNmpbOovFoOoasH2HaY,22944193,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",87
1kaVnEJOzERCdCKtQKGDUH,It's Not Unusual,Glee Cast,False,35,0.0313,0.409,125267,0.975,0,0,0.353,-4.339,1,0.136,183.984,4,0.636,0SCbttzoZTnLFebDYmAWCm,1521533,"['glee club', 'post-teen pop']",71
4xpY2faFPJA2YQE4P9S78U,You Can't Stop The Beat,Glee Cast,False,35,0.131,0.472,223013,0.951,0,8,0.3,-3.011,1,0.176,169.998,4,0.647,0SCbttzoZTnLFebDYmAWCm,1521533,"['glee club', 'post-teen pop']",71
5Y77SQxEr1eiofPeUTPHxM,You,Lloyd,False,74,0.102,0.412,273133,0.876,0,5,0.297,-6.008,0,0.472,130.21,5,0.706,1Xfmvd48oOhEWkscWyEbh9,2394033,"['hip pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",69
5Y77SQxEr1eiofPeUTPHxM,You,Lil Wayne,False,74,0.102,0.412,273133,0.876,0,5,0.297,-6.008,0,0.472,130.21,5,0.706,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
0fMhhdMdbC94rHHK63jwWu,Fix a Heart,Demi Lovato,False,43,0.579,0.491,193040,0.452,0,0,0.0907,-7.86,1,0.0491,160.227,3,0.455,6S2OmqARrzebs0tKUEyXyp,26824895,"['pop', 'post-teen pop']",78
4tL7NTZPdKd5kdYRQ6bgpO,Tattoos on This Town,Jason Aldean,False,53,0.0181,0.263,202467,0.785,2.7e-05,2,0.0989,-4.404,1,0.0454,76.46,4,0.445,3FfvYsEGaIb52QPXhg4DcH,6633919,"['contemporary country', 'country', 'country road', 'modern country rock']",74
6ftsePDlSW8SYzjxAGM1ob,We Got The Beat,Glee Cast,False,27,0.0154,0.632,152187,0.968,0.00161,8,0.18,-3.963,1,0.113,151.909,4,0.655,0SCbttzoZTnLFebDYmAWCm,1521533,"['glee club', 'post-teen pop']",71
1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,Eric Church,False,71,0.00635,0.626,191307,0.913,0,0,0.293,-4.452,1,0.0317,113.045,4,0.946,2IvkS5MXK0vPGnwyJsrEyV,3940775,"['contemporary country', 'country', 'country road']",73
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,Demi Lovato,False,69,0.23,0.651,205347,0.695,0,6,0.144,-3.218,1,0.0487,123.008,4,0.569,6S2OmqARrzebs0tKUEyXyp,26824895,"['pop', 'post-teen pop']",78
0yQw3d0iQDjMrxaVHFv77J,Strange Clouds (feat. Lil Wayne),B.o.B,True,53,0.0607,0.531,226293,0.665,0,8,0.131,-6.672,0,0.286,73.726,4,0.8,5ndkK3dpZLKtBklKjxNQwT,2122302,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",75
0yQw3d0iQDjMrxaVHFv77J,Strange Clouds (feat. Lil Wayne),Lil Wayne,True,53,0.0607,0.531,226293,0.665,0,8,0.131,-6.672,0,0.286,73.726,4,0.8,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",88
0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,Bruno Mars,False,71,0.337,0.576,257720,0.835,0,2,0.082,-6.826,1,0.0486,150.017,4,0.476,0du5cEVh5yTK9QJze8zA0C,62633601,"['dance pop', 'pop']",96
4bCOAuhvjsxbVBM5MM8oik,When We Stand Together,Nickelback,False,64,0.000102,0.446,190787,0.9,1.89e-05,10,0.0404,-3.541,0,0.0489,187.961,4,0.88,6deZN1bslXzeGvOLaLMOIF,7186947,"['alternative metal', 'canadian rock', 'post-grunge']",80
