index,artist_id,total_followers,genres,name,artist_popularity
1337,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1338,5PokPZn11xzZXyXSfnvIM3,2057040,"['neo mellow', 'pop rock', 'post-grunge']",Lifehouse,66
1339,6sFIWsNpZYqfjUpaCgueju,4960705,"['canadian pop', 'dance pop', 'pop']",Carly Rae Jepsen,73
1340,7qG3b048QCHVRO5Pv1T5lw,11243880,"['dance pop', 'latin pop', 'mexican pop']",Enrique Iglesias,79
1341,73Np75Wv2tju61Eo9Zw4IR,508637,"['hollywood', 'movie tunes', 'show tunes']",Idina Menzel,76
1342,3whuHq0yGx60atvA2RCVRW,3214336,"['dance pop', 'pop', 'talent show', 'uk pop']",Olly Murs,67
1343,30e8DmahrEamvLbFRPdWmk,1875699,"['arkansas country', 'contemporary country', 'country', 'country road']",Justin Moore,64
1344,1l7ZsJRRS8wlW3WfJfPfNS,8604616,"['dance pop', 'pop']",Christina Aguilera,80
1345,1KCSPY1glIKqW2TotWuXOR,17333896,"['dance pop', 'pop']",P!nk,82
1346,1h6Cn3P4NGzXbaXidqURXs,3862349,"['edm', 'pop dance', 'progressive electro house']",Swedish House Mafia,77
1347,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",JAY-Z,85
1348,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1349,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
1350,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
1351,2hJPr4lk7Q8SSvCVBl9fWM,1265047,"['contemporary country', 'country', 'country road', 'modern country rock']",Kip Moore,62
1352,5hmQC9wWiUuHCJNRZFBi2V,21830,['smooth jazz'],Gregg Karukas,45
1353,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1354,6LqNN22kT3074XbTVUrhzX,8311262,"['dance pop', 'pop']",Kesha,81
1355,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",Rihanna,92
1356,3gd8FJtBJtkRxdfbTu19U2,6460927,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,73
1357,0jnsk9HBra6NMjO2oANoPY,8718493,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Flo Rida,81
1358,3gd8FJtBJtkRxdfbTu19U2,6460927,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,73
1359,3gd8FJtBJtkRxdfbTu19U2,6460927,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,73
1360,0TnOYISbd1XYRBk9myaseg,10994819,"['dance pop', 'miami hip hop', 'pop']",Pitbull,86
1361,3gd8FJtBJtkRxdfbTu19U2,6460927,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,73
1362,3gd8FJtBJtkRxdfbTu19U2,6460927,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,73
1363,4AK6F7OLvEQ5QYCBNiQWHq,37626341,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Direction,90
1364,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1365,6ORJGSfnPFkJFFs5wXEClO,37619,['chill phonk'],skyfall beats,53
1366,0du5cEVh5yTK9QJze8zA0C,62633601,"['dance pop', 'pop']",Bruno Mars,96
1367,718COspgdWOnwOFpJHRZHS,11744969,"['contemporary country', 'country']",Luke Combs,87
1368,0fA0VVWsXO9YnASrzqfmYu,7294448,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",Kid Cudi,80
1369,37W8SKV5Vc8lcGtdyWCA5m,1079714,"['contemporary country', 'country', 'country road']",Gary Allan,59
1370,0SCbttzoZTnLFebDYmAWCm,1521533,"['glee club', 'post-teen pop']",Glee Cast,71
1371,3gd8FJtBJtkRxdfbTu19U2,6460927,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,73
1372,5oNgAs7j5XcBMzWv3HAnHG,1425676,"['dirty south rap', 'philly rap', 'southern hip hop', 'trap']",DJ Drama,66
1373,56x8mYvS3cyDGAi8N2FxbB,1042657,"['contemporary country', 'country', 'country road']",Randy Houser,61
1374,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1375,0X2BH1fck6amBIoJhDVmmJ,12679077,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Ellie Goulding,81
1376,3grHWM9bx2E9vwJCdlRv9O,4586849,"['contemporary country', 'country', 'country road']",Kenny Chesney,71
1377,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
1378,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1379,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1380,3BmGtnKgCSGYIUhmivXKWX,10644785,"['dance pop', 'pop', 'talent show']",Kelly Clarkson,78
1381,3FfvYsEGaIb52QPXhg4DcH,6633919,"['contemporary country', 'country', 'country road', 'modern country rock']",Jason Aldean,74
1382,7CajNmpbOovFoOoasH2HaY,22944193,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Calvin Harris,87
1383,4VhL8KLjVso4vLfOLVViTb,1337159,"['pop', 'post-teen pop']",Bridgit Mendler,63
1384,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1385,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1386,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1387,2YZyLoL8N0Wb9xBt1NhZWg,34489211,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar,94
1388,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1389,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1390,3lFDsTyYNPQc8WzJExnQWn,210940,['nyc pop'],Sammy Rae & The Friends,56
1391,2YZyLoL8N0Wb9xBt1NhZWg,34489211,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar,94
1392,20sxb77xiYeusSH8cVdatc,8012325,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Meek Mill,75
1393,75FnCoo4FBxH5K1Rrx0k5A,1600048,"['contemporary country', 'country', 'country dawn', 'country road']",The Band Perry,57
1394,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
1395,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",Chris Brown,89
1396,1Xyo4u8uXC1ZmMpatF05PJ,94880636,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Weeknd,96
1397,19k8AgwwTSxeaxkOuCQEJs,4615408,"['country rap', 'modern country pop', 'nashville hip hop', 'tennessee hip hop']",Jelly Roll,83
1398,0Bvs8yPjrQSbmVIRqSg1Sp,464471,"['contemporary country', 'country', 'country dawn', 'country road']",Thompson Square,47
1399,7x8nK0m0cP2ksQf0mjWdPS,3157340,"['contemporary country', 'country', 'country road']",Dierks Bentley,68
1400,3ipn9JLAPI5GUEo4y4jcoi,3145717,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Ludacris,79
1401,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
1402,2NhdGz9EDv2FeUw6udu2g1,2495887,"['boy band', 'dance pop', 'pop', 'post-teen pop']",The Wanted,65
1403,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
1404,4AK6F7OLvEQ5QYCBNiQWHq,37626341,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Direction,90
1405,7H55rcKCfwqkyDFH9wpKM6,3966182,['pop'],Christina Perri,73
1406,718COspgdWOnwOFpJHRZHS,11744969,"['contemporary country', 'country']",Luke Combs,87
1407,4AK6F7OLvEQ5QYCBNiQWHq,37626341,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Direction,90
1408,17lzZA2AlOHwCwFALHttmp,8138291,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2 Chainz,76
1409,7ahuvq1mbb4idwG1iJbSFG,259236,"['contemporary country', 'country road', 'modern country rock', 'pop emo']",Cassadee Pope,52
1410,63yrD80RY3RNEM2YDpUpO8,21543732,"['alt z', 'electropop', 'pop']",Melanie Martinez,79
1411,5vngPClqofybhPERIqQMYd,4600349,"['contemporary country', 'country', 'country road']",George Strait,75
1412,2k8LSCieAnywX4Ku6k3X4m,19462,[],Grace Phipps,56
1413,5RZjpmuD14JKXvB8Ry1G1u,106782,['hollywood'],Amanda Seyfried,66
1414,137W8MRPWKqSmrBGDBFSop,11440585,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Wiz Khalifa,83
1415,7H6dkUChT5EoOQtUVMg4cN,1243314,"['contemporary country', 'country', 'country road', 'modern country rock']",Hunter Hayes,57
1416,26dSoYclwsYLMAKD3tpOr4,15574360,"['dance pop', 'pop']",Britney Spears,83
1417,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1418,63yrD80RY3RNEM2YDpUpO8,21543732,"['alt z', 'electropop', 'pop']",Melanie Martinez,79
1419,7ahuvq1mbb4idwG1iJbSFG,259236,"['contemporary country', 'country road', 'modern country rock', 'pop emo']",Cassadee Pope,52
1420,6roFdX1y5BYSbp60OTJWMd,4697818,"['contemporary country', 'country', 'country road']",Tim McGraw,73
1421,3ipn9JLAPI5GUEo4y4jcoi,3145717,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Ludacris,79
1422,4m4SfDVbF5wxrwEjDKgi4k,2607716,"['dance pop', 'pop', 'post-teen pop', 'talent show']",Cher Lloyd,60
1423,4iHNK0tOyZPYnBU7nGAgpQ,10655016,"['dance pop', 'pop', 'urban contemporary']",Mariah Carey,83
1424,1MT1Wz4G9Z9EVOg4L5zZMS,1258649,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",Tamar Braxton,50
1425,0du5cEVh5yTK9QJze8zA0C,62633601,"['dance pop', 'pop']",Bruno Mars,96
1426,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1427,1DIpWfeb5YTJmmvSy5TSL3,48851,['worship'],Stephen McWhirter,48
1428,16oZKvXb6WkQlVAjwo2Wbg,5544242,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",The Lumineers,79
1429,137W8MRPWKqSmrBGDBFSop,11440585,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Wiz Khalifa,83
1430,18oYqNtcLUHrqO7LfX7qni,146781,"['orchestral soundtrack', 'soundtrack']",Nicholas Britell,64
1431,1RyvyyTE3xzB2ZywiAwp0i,19329726,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Future,93
1432,7ahuvq1mbb4idwG1iJbSFG,259236,"['contemporary country', 'country road', 'modern country rock', 'pop emo']",Cassadee Pope,52
1433,75jNCko3SnEMI5gwGqrbb8,193422,"['classic soul', 'motown', 'soul', 'southern soul']",Tammi Terrell,69
1434,15iVAtD3s3FsQR4w1v6M0P,5290179,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",Chief Keef,78
1435,70kkdajctXSbqSMJbQO424,1504782,"['classic texas country', 'contemporary country', 'country dawn']",Kacey Musgraves,77
1436,0c173mlxpT3dSFRgMO8XPh,11243488,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",Big Sean,78
1437,4xFUf1FHVy696Q1JQZMTRj,6015924,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",Carrie Underwood,72
1438,2ZavqCJe7uqkRpISes0NFi,282590,['cali rap'],Iamsu!,57
1439,0I5HubncQ8E1MFZOlPDY4J,320921,"['atl hip hop', 'dirty south rap', 'trap']",Trinidad James,56
1440,7ahuvq1mbb4idwG1iJbSFG,259236,"['contemporary country', 'country road', 'modern country rock', 'pop emo']",Cassadee Pope,52
1441,0fA0VVWsXO9YnASrzqfmYu,7294448,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",Kid Cudi,80
1442,6LqNN22kT3074XbTVUrhzX,8311262,"['dance pop', 'pop']",Kesha,81
1443,0FrpdcVlJQqibaz5HfBUrL,1255949,"['disco', 'funk', 'motown', 'p funk', 'quiet storm', 'soul', 'synth funk']",Rick James,63
1444,0nIyPY7J7G68WgQEOLHn0x,64405,['hollywood'],Anne Hathaway,53
1445,6xfqnpe2HnLVUaYXs2F8YS,371371,"['hollywood', 'movie tunes']",Anna Kendrick,67
1446,4ZuNpCrWnbKJuoXkt3O0W7,36,[],The Bardbells,5
1447,4AK6F7OLvEQ5QYCBNiQWHq,37626341,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Direction,90
1448,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
1449,5Zq7R5qmi58ByYyBQTlNuk,2310265,"['contemporary country', 'country', 'country road', 'modern country rock']",Lee Brice,71
1450,2BaKphge9AdjZIxQqv7WoQ,181984,['a cappella'],The Barden Bellas,56
1451,4gOl5m9dY7IGAipqpul7GZ,25120,"['broadway', 'hollywood', 'show tunes']",Samantha Barks,45
1452,6OW7JV1LeaizZkK7j0uQxy,44,[],Fun Home Company,14
1453,1UTPBmNbXNTittyMJrNkvw,7298822,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Blake Shelton,74
1454,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1455,5Pwc4xIPtQLFEnJriah9YJ,17650892,"['piano rock', 'pop']",OneRepublic,84
1456,3nFkdlSjzX9mRTtwJOzDYB,9579702,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",JAY-Z,85
1457,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
1458,53XhwfbYqKCa1cC15pYq2q,55327501,"['modern rock', 'pop', 'rock']",Imagine Dragons,89
1459,2YZyLoL8N0Wb9xBt1NhZWg,34489211,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar,94
1460,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1461,13ubrt8QOOCPljQ2FL1Kca,15363272,"['east coast hip hop', 'hip hop', 'rap']",A$AP Rocky,86
1462,13ubrt8QOOCPljQ2FL1Kca,15363272,"['east coast hip hop', 'hip hop', 'rap']",A$AP Rocky,86
1463,0jnsk9HBra6NMjO2oANoPY,8718493,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Flo Rida,81
1464,7FY5V3XMwlNBPitEjXowHQ,2633065,"['black americana', 'contemporary country', 'country', 'country road']",Darius Rucker,67
1465,1sBkRIssrMs1AbVkOJbc7a,7414863,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",Rick Ross,77
1466,4oUHIQIBe0LHzYfvXNW4QM,11177271,['contemporary country'],Morgan Wallen,90
1467,20sxb77xiYeusSH8cVdatc,8012325,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Meek Mill,75
1468,3b8QkneNDz4JHKKKlLgYZg,5471063,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Florida Georgia Line,73
1469,1zhIzONVRlTfD1VQRauHMl,888186,"['contemporary country', 'country', 'country road']",Chris Cagle,49
1470,0TnOYISbd1XYRBk9myaseg,10994819,"['dance pop', 'miami hip hop', 'pop']",Pitbull,86
1471,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
1472,0z4gvV4rjIZ9wHck67ucSV,5119693,['dance pop'],Akon,84
1473,25uiPmTg16RbhZWAqwLBy5,4459627,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",Charli xcx,87
1474,0SCbttzoZTnLFebDYmAWCm,1521533,"['glee club', 'post-teen pop']",Glee Cast,71
1475,4e0nWw2r4BoQSKPQ2zpU13,87051,['pop dance'],Ray Dalton,75
1476,1uNFoZAHBGtllmzznpCI3s,78890497,"['canadian pop', 'pop']",Justin Bieber,92
1477,5BcAKTbp20cv7tC5VqPFoC,2598445,"['pop rap', 'seattle hip hop']",Macklemore & Ryan Lewis,74
1478,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",Rihanna,92
1479,4UXqAaa6dQYAk18Lv7PEgX,10969817,"['emo', 'modern rock', 'pop', 'rock']",Fall Out Boy,80
1480,32WkQRZEVKSzVAAYqukAEA,3699665,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Lady A,68
1481,5pKCCKE2ajJHZ9KAiaK11H,63846394,"['barbadian pop', 'pop', 'urban contemporary']",Rihanna,92
1482,06HL4z0CvFAxyc27GXpf02,126569203,['pop'],Taylor Swift,100
1483,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
1484,3grHWM9bx2E9vwJCdlRv9O,4586849,"['contemporary country', 'country', 'country road']",Kenny Chesney,71
1485,4yBK75WVCQXej1p04GWqxH,2451912,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",Jeezy,72
1486,4BYxqVkZyFjtik7crYLg5Q,2817917,"['contemporary country', 'country', 'country road']",Chris Young,66
1487,67nwj3Y5sZQLl72VNUHEYE,4169004,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",Wale,71
1488,0yrt5adoyJ3pKGQkf8uCaJ,4070,[],Harlem Richard$,44
1489,31TPClRtHm23RisEBtV3X7,14745023,"['dance pop', 'pop']",Justin Timberlake,83
1490,4AK6F7OLvEQ5QYCBNiQWHq,37626341,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Direction,90
1491,1sBkRIssrMs1AbVkOJbc7a,7414863,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",Rick Ross,77
1492,1KCSPY1glIKqW2TotWuXOR,17333896,"['dance pop', 'pop']",P!nk,82
1493,6l3HvQ5sa6mXTsMTB19rO5,25044268,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",J. Cole,87
1494,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
1495,0Cd6nHYwecCNM1sVEXKlYr,911651,"['edm', 'electra', 'electro house', 'pop dance']",Krewella,55
1496,16GcWuvvybAoaHr0NqT8Eh,1652860,"['alabama indie', 'modern blues rock', 'rock']",Alabama Shakes,60
1497,2gBjLmx6zQnFGQJCAQpRgw,3129078,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",Nelly,76
1498,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",Chris Brown,89
1499,7sfgqEdoeBTjd8lQsPT3Cy,2171689,"['r&b', 'talent show', 'uk pop']",Emeli Sandé,63
1500,2IvkS5MXK0vPGnwyJsrEyV,3940775,"['contemporary country', 'country', 'country road']",Eric Church,73
1501,67nwj3Y5sZQLl72VNUHEYE,4169004,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",Wale,71
1502,1HY2Jd0NmPuamShAr6KMms,32915877,"['art pop', 'dance pop', 'pop']",Lady Gaga,92
1503,6BXionV4R0BunrFpSwIMUK,373712,"['ccm', 'cedm', 'christian alternative rock', 'christian music']",Britt Nicole,51
1504,2oX42qP5ineK3hrhBECLmj,1257699,"['neo mellow', 'post-teen pop']",Andy Grammer,71
1505,2vPnS0IpayC2RVFuQA08R4,210923,"['gym phonk', 'krushfunk']",2KE,73
1506,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
1507,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
1508,5Ppie0uPnbnvGBYRwYmlt0,575291,"['contemporary country', 'modern country pop']",Megan Moroney,77
1509,4yBK75WVCQXej1p04GWqxH,2451912,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",Jeezy,72
1510,6p5JxpTc7USNnBnLzctyd4,1126662,"['folk-pop', 'neo mellow', 'pop rock']",Phillip Phillips,62
1511,6vXTefBL93Dj5IqAWq6OTv,5577542,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",French Montana,76
1512,75FnCoo4FBxH5K1Rrx0k5A,1600048,"['contemporary country', 'country', 'country dawn', 'country road']",The Band Perry,57
1513,5oNgAs7j5XcBMzWv3HAnHG,1425676,"['dirty south rap', 'philly rap', 'southern hip hop', 'trap']",DJ Drama,66
1514,3FfvYsEGaIb52QPXhg4DcH,6633919,"['contemporary country', 'country', 'country road', 'modern country rock']",Jason Aldean,74
1515,48rvn0SQ8YkKH1wcjggkVr,13412,['cartoon'],Princess Power,42
1516,23zg3TcAtWQy7J6upgbUnj,12429980,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",USHER,83
1517,5LHRHt1k9lMyONurDHEdrp,7031328,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga,79
1518,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1519,1JAoqu34UmPWUUAjLMXt5I,49799,[],Scootie Wop,50
1520,2qxJFvFYMEDqd7ui6kSAcq,5989487,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",Zedd,76
1521,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
1522,2hJPr4lk7Q8SSvCVBl9fWM,1265047,"['contemporary country', 'country', 'country road', 'modern country rock']",Kip Moore,62
1523,4LLpKhyESsyAXpc4laK94U,11034268,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller,83
1524,1UTPBmNbXNTittyMJrNkvw,7298822,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",Blake Shelton,74
1525,4UXqAaa6dQYAk18Lv7PEgX,10969817,"['emo', 'modern rock', 'pop', 'rock']",Fall Out Boy,80
1526,6eUKZXaKkcviH0Ku9w2n3V,117362743,"['pop', 'singer-songwriter pop', 'uk pop']",Ed Sheeran,89
1527,7bXgB6jMjp9ATFy66eO08Z,24146994,"['r&b', 'rap']",Chris Brown,89
1528,7gOdHgIoIKoe4i9Tta6qdD,7670836,"['boy band', 'pop']",Jonas Brothers,76
1529,55Aa2cqylxrFIXC767Z865,15655875,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Lil Wayne,88
1530,3e7awlrlDSwF3iM0WBjGMp,12078964,"['girl group', 'pop', 'talent show', 'uk pop']",Little Mix,75
1531,0LXqQL6oACVpXh9S49sn5h,1399,[],Gentleman Professional,27
1532,40ZNYROS4zLfyyBSs2PGe2,5556240,['classic oklahoma country'],Zach Bryan,90
1533,7H6dkUChT5EoOQtUVMg4cN,1243314,"['contemporary country', 'country', 'country road', 'modern country rock']",Hunter Hayes,57
1534,0C8ZW7ezQVs4URX5aX7Kqx,51225943,"['pop', 'post-teen pop']",Selena Gomez,83
1535,6w71vXwHI2Oz6I5OO41tRM,6886,[],LaToiya Williams,69
1536,0p4nmQO2msCgU4IF37Wi3j,11389028,"['canadian pop', 'candy pop', 'dance pop', 'pop']",Avril Lavigne,78
1537,13YmWQJFwgZrd4bf5IjMY4,2831119,"['contemporary country', 'country', 'country road']",Brad Paisley,67
1538,74XFHRwlV6OrjEM0A2NCMF,8917841,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",Paramore,80
1539,5Ye2QWN2Wl9zTn947eaest,245028,['ccm'],We The Kingdom,63
1540,6ZV6lGY0prbqpTD0Md8i29,1041126,"['contemporary country', 'country', 'country road', 'modern country rock']",Scotty McCreery,60
1541,0YWxKQj2Go9CGHCp77UOyy,2684527,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",Fabolous,66
1542,1sBkRIssrMs1AbVkOJbc7a,7414863,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",Rick Ross,77
1543,4tZwfgrHOc3mvqYlEYSvVi,10275479,"['electro', 'filter house', 'rock']",Daft Punk,82
1544,5YGY8feqx7naU7z4HrwZM6,25089604,['pop'],Miley Cyrus,84
1545,07YZf4WDAMNwqr4jfgOZ8y,12278094,"['dance pop', 'pop']",Jason Derulo,79
1546,7CajNmpbOovFoOoasH2HaY,22944193,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",Calvin Harris,87
1547,360IAlyVv4PCEVjgyMZrxK,5410763,"['r&b', 'urban contemporary']",Miguel,81
1548,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
1549,6S0dmVVn4udvppDhZIWxCr,3422789,"['dance pop', 'miami hip hop', 'pop']",Sean Kingston,73
1550,2NdeV5rLm47xAvogXrYhJX,6820332,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",Ciara,72
1551,3TVXtAsR1Inumwj472S9r4,93607109,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Drake,96
1552,2Sqr0DXoaYABbjBo9HaMkM,1956232,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",Sara Bareilles,65
1553,45dkTj5sMRSjrmBSBeiHym,6253251,['pop'],Tate McRae,86
1554,4OBJLual30L7gRl5UkeRcT,4892446,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,76
1555,6yJCxee7QumYr820xdIsjo,3954288,"['contemporary country', 'country', 'country road', 'modern country rock']",Zac Brown Band,72
1556,1By9QBFnjZAoI83BZppHlt,2629804,"['contemporary country', 'country', 'country road']",Billy Currington,66
1557,4V8LLVI7PbaPR0K2TGSxFF,17873698,"['hip hop', 'rap']","Tyler, The Creator",95
1558,66CXWjxzNUsdJxJ2JdwvnR,101241265,['pop'],Ariana Grande,93
1559,4gwpcMTbLWtBUlOijbVpuu,940715,"['metropopolis', 'modern rock']",Capital Cities,71
